name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Mahindra Xylo D4,2018,13.38472764,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7
Maruti Swift Dzire LDi,2011,12.97154049,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
Hyundai i20 Magna Optional 1.4 CRDi,2013,12.79385931,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5
Hyundai i20 Magna Optional 1.4 CRDi,2013,12.76568843,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,13.58105325,190000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,13.76421726,190000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
Maruti Swift VDI,2019,13.44444688,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5
Hyundai Verna CRDi 1.6 EX,2017,13.66468767,40000,Diesel,Individual,Manual,Second Owner,22,1582,126.2,5
Maruti Swift Dzire Vdi BSIV,2012,12.82395734,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Tata Indica V2 DLX TC,2008,10.71441777,60000,Diesel,Individual,Manual,Second Owner,16.8,1405,68,5
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,10.91508846,201000,Diesel,Individual,Manual,First Owner,17.8,1399,68,5
Volkswagen Vento Diesel Highline,2011,12.3883942,110000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
Maruti Swift VDI BSIV,2014,13.11231304,77215,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5
Honda Jazz 1.2 S i VTEC,2015,13.41652442,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5
Maruti Swift VDI Optional,2017,13.44878528,58559,Diesel,Dealer,Manual,First Owner,25.2,1248,74,5
Honda City i DTec SV,2016,13.59610875,50856,Diesel,Dealer,Manual,First Owner,26,1498,98.6,5
Honda City i VTEC VX,2017,13.69897674,18300,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5
Maruti Swift LDI,2015,13.11231304,59292,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5
Maruti Celerio ZXI Optional AMT BSIV,2018,13.20854107,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5
Maruti Baleno Zeta Automatic,2018,13.56061831,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5
Honda City i-DTEC ZX,2017,13.73754902,69000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5
Maruti Swift AMT VDI,2018,13.57978822,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74,5
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,14.39772562,36000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,8
Maruti Baleno Delta,2017,13.33747476,37000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5
Maruti Celerio VDi,2016,12.8346813,61173,Diesel,Dealer,Manual,First Owner,27.62,793,47,5
Audi A4 35 TDI Premium Plus,2016,14.71159858,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5
Mahindra XUV500 W8 2WD,2014,13.65299163,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140,7
Maruti Baleno Alpha CVT,2017,13.52782849,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,5
Maruti Baleno Alpha,2018,13.56061831,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5
Maruti Swift Vdi BSIII,2008,12.46843691,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
Audi A6 2.0 TDI Premium Plus,2013,14.50865774,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968,174.33,5
Mahindra XUV500 AT W10 AWD,2016,14.07787482,91567,Diesel,Individual,Automatic,Third Owner,16,2179,140,7
Maruti Celerio VXI,2017,12.84792653,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,13.08154138,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Maruti Alto 800 LXI,2016,12.3883942,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Hyundai Verna 1.4 VTVT,2014,13.12236338,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5
Maruti Swift LXI Optional-O,2015,12.94800999,36000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5
Ford Figo Diesel ZXI,2011,11.77528973,180000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
Maruti Alto K10 2010-2014 VXI,2012,11.60823564,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Maruti Alto LX BSIII,2007,11.69524702,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Swift Dzire AMT ZDI,2017,13.45883561,80000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
Maruti Swift Dzire LDI,2018,13.21767356,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Tata Indigo CS LX (TDI) BS-III,2014,12.15477935,110000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5
Toyota Etios Liva 1.4 VD,2018,13.40754232,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
Mahindra Xylo D4,2014,13.00582956,120000,Diesel,Individual,Manual,Second Owner,14.95,2489,93.7,7
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,12.7367009,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396,88.76,5
Hyundai Sonata 2.0L CRDi MT,2009,12.70684793,180000,Diesel,Individual,Manual,First Owner,13.6,1991,142,5
Tata Manza Club Class Quadrajet90 LX,2012,12.50617724,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
Mahindra XUV500 AT W8 FWD,2015,13.85952649,70000,Diesel,Individual,Automatic,First Owner,16,2179,140,7
Maruti Swift Ldi BSIV,2009,12.53896706,117000,Diesel,Individual,Manual,First Owner,17.8,1248,75,5
Skoda Octavia L and K 1.9 TDI (MT),2007,12.4292162,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5
Hyundai Verna 1.6 SX VTVT AT,2012,13.07107008,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5
Chevrolet Cruze LTZ AT,2016,13.52782849,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5
Mitsubishi Pajero Sport Anniversary Edition,2015,14.03865411,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178,7
Hyundai EON Era Plus,2014,12.4292162,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Honda Amaze VX i-DTEC,2013,13.00582956,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
Volkswagen Jetta 2.0 TDI Comfortline,2010,12.89921983,100000,Diesel,Individual,Manual,First Owner,15,1896,105,5
Hyundai i20 1.4 CRDi Era,2010,12.76568843,90000,Diesel,Individual,Manual,Second Owner,23,1396,90,5
Skoda Rapid Ultima 1.6 TDI Elegance,2012,12.59473064,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5
Maruti Swift Dzire VXI 1.2,2018,13.30468493,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,14.31628585,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8
Maruti 800 AC,2012,11.51292546,30000,Petrol,Individual,Manual,First Owner,16.1,796,37,4
Ford Aspire Trend Plus,2018,13.44444688,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5
Hyundai i20 1.2 Asta,2018,13.47302025,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,12.76568843,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5
Maruti Alto K10 2010-2014 VXI,2012,12.30138283,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Renault Triber RXZ BSIV,2019,13.45883561,6500,Petrol,Individual,Manual,First Owner,20,999,72,7
Hyundai EON Magna Plus,2013,12.19602231,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Hyundai i20 1.4 CRDi Sportz,2011,12.76568843,50000,Diesel,Individual,Manual,First Owner,23,1396,90,5
Tata Indigo CR4,2011,12.25486281,175000,Diesel,Individual,Manual,Second Owner,23.57,1396,70,5
Tata Indigo eCS LX BSIV,2011,12.25486281,175000,Diesel,Individual,Manual,Second Owner,23.03,1396,69,5
Maruti Ritz ZDi,2014,12.8346813,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5
Maruti Swift Dzire VXi,2012,12.84792653,112048,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5
Honda City 1.5 S MT,2010,12.79385931,98000,Petrol,Individual,Manual,Third Owner,17,1497,118,5
Mahindra XUV500 W6 2WD,2015,13.75893915,41000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,13.33747476,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10
Toyota Platinum Etios 1.4 GXD,2018,13.5670492,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5
Maruti Swift LXI,2020,13.00582956,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
Hyundai Xcent 1.2 VTVT S AT,2018,13.26212532,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,13.79019275,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,13.01700286,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5
Ford Figo 1.5D Trend MT,2017,13.11231304,56000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,13.62918098,215000,Diesel,Individual,Manual,First Owner,12.99,2494,100,7
Mahindra XUV500 W6 2WD,2012,13.59236701,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
Maruti Ritz VDi,2013,12.61153775,120000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,12.20607265,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120,7
Honda Brio 1.2 S MT,2017,13.08154138,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
Honda BR-V i-DTEC VX MT,2017,13.76421726,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,7
Honda BR-V i-VTEC VX MT,2017,13.64115717,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7
Hyundai Verna 1.6 CRDi S,2017,13.59236701,15000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5
Volkswagen Vento 1.5 TDI Comfortline,2017,13.52782849,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5
Hyundai EON Era Plus,2017,12.4490149,34000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti Ertiga SHVS ZDI Plus,2016,13.49392693,54000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7
Mercedes-Benz B Class B200 CDI Sport,2016,14.43554927,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143,134.1,5
Chevrolet Beat LT,2012,11.88448902,120000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5
Tata Nexon 1.2 Revotron XM,2018,13.52782849,15000,Petrol,Individual,Manual,First Owner,17,1198,108.5,5
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,13.39239051,50000,Diesel,Individual,Automatic,First Owner,22,1498,108.495,5
Ford Figo Diesel ZXI,2011,12.25486281,84000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
Honda City 1.5 E MT,2011,13.01700286,50000,Petrol,Individual,Manual,First Owner,17,1497,118,5
Ford Figo 1.5D Titanium MT,2015,13.27078338,52000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
Hyundai Santro Sportz BSIV,2019,12.97154049,18500,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
Tata Indigo CS eLX BS IV,2012,11.9511804,50000,Diesel,Individual,Manual,First Owner,23.03,1396,69,5
Datsun RediGO 1.0 S,2017,12.3883942,35000,Petrol,Individual,Manual,First Owner,22.5,999,67,5
Toyota Etios G,2016,13.19932442,15500,Petrol,Individual,Manual,First Owner,16.78,1496,88.73,5
Tata Indigo CS LX (TDI) BS III,2013,12.4292162,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69,5
Tata Indigo eCS VX BSIV,2012,12.46843691,60000,Diesel,Individual,Manual,First Owner,25,1396,69,5
Mahindra Scorpio LX,2011,13.21767356,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120,9
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,13.21767356,43011,Petrol,Dealer,Manual,First Owner,18.88,999,123.37,5
Renault Duster 110PS Diesel RxL,2015,13.30468493,136000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
Ford Figo Aspire 1.5 TDCi Titanium,2017,13.21767356,15000,Diesel,Individual,Manual,First Owner,25.83,1498,99,5
Mahindra Bolero SLX,2011,12.82125828,110000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7
Hyundai i10 Magna 1.1L,2008,12.4292162,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5
Maruti Alto LXi BSIII,2005,11.73606902,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
Tata Indica Vista Aqua 1.4 TDI,2010,12.20607265,110000,Diesel,Individual,Manual,First Owner,17,1405,71,5
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,13.45883561,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
Hyundai Santro Magna,2020,13.12236338,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,5
Maruti 800 AC BSII,2007,11.73606902,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4
Renault Lodgy 85PS RxZ,2015,13.44444688,80000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8
Jeep Compass 2.0 Limited,2017,14.25376549,120000,Diesel,Individual,Manual,First Owner,17.1,1956,170,5
Tata Indica V2 1.2 GLE BSIII,2013,12.04355372,110000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5
Fiat Linea Emotion (Diesel),2010,12.52452638,110000,Diesel,Individual,Manual,Third Owner,20.4,1248,91.7,5
Toyota Innova 2.5 V Diesel 8-seater,2007,13.12236338,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8
Volkswagen Jetta 2.0L TDI Highline,2013,13.76421726,80000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,5
Maruti Swift Dzire ZDI,2019,13.59610875,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Maruti Swift Dzire VDI,2013,13.06048797,150000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
Renault KWID RXT,2015,12.61153775,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Renault Duster 110PS Diesel RxL,2014,13.30468493,116000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
Ford Figo Diesel Celebration Edition,2013,12.52452638,104300,Diesel,Individual,Manual,First Owner,20,1399,68.1,5
Mahindra KUV 100 D75 K8,2018,13.45883561,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77,6
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,14.99416555,33000,Diesel,Individual,Automatic,First Owner,11.3,2987,254.8,7
Volkswagen Ameo 1.5 TDI Comfortline,2020,13.59236701,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
Audi A6 2.0 TDI,2014,14.60396792,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,5
Hyundai Verna CRDi SX ABS,2007,12.40901349,121000,Diesel,Individual,Manual,Second Owner,18.1,1493,110,5
Hyundai Verna CRDi SX,2010,12.64432758,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5
Hyundai Verna CRDi SX ABS,2007,12.40901349,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110,5
Volkswagen Polo Petrol Comfortline 1.2L,2011,13.01700286,110000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5
Volkswagen Jetta 2.0L TDI Highline AT,2013,13.65299163,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.03,5
Honda CR-V 2.4 4WD AT,2004,12.69158046,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354,152,5
Maruti Swift VDI,2013,12.92391,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74,5
Volvo XC60 Inscription D5 BSIV,2018,15.52025865,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235,5
Hyundai Creta 1.6 CRDi SX Option,2015,13.81551056,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Hyundai Xcent 1.1 CRDi SX,2016,13.28787782,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,5
Nissan Kicks XV D BSIV,2019,13.99783211,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,5
Ford Fiesta 1.4 SXi TDCi ABS,2008,12.07254125,163000,Diesel,Individual,Manual,Third Owner,17.8,1399,68,5
Chevrolet Optra Magnum 2.0 LT,2011,12.61153775,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,14.59253922,50000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7
Honda City i-DTEC VX,2019,13.91987057,10500,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
Mitsubishi Lancer 2.0 LXd,2000,11.91839057,280000,Diesel,Individual,Manual,Second Owner,14.8,1998,68,5
Volkswagen Vento Diesel Highline,2013,12.69158046,155000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
Ford Fiesta 1.4 SXi TDCi ABS,2010,12.69158046,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68,5
Honda City 2017-2020 GXi,2008,12.54254488,75000,Petrol,Individual,Manual,First Owner,17.7,1497,78,5
Honda City i DTec E,2016,13.54763111,80000,Diesel,Individual,Manual,First Owner,26,1498,98.6,5
Honda City i DTEC V,2014,13.36922346,120000,Diesel,Individual,Manual,Second Owner,26,1498,98.6,5
Tata Indica V2 DLE BSIII,2007,11.08214255,120000,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,5
Skoda Octavia Ambiente 1.9 TDI MT,2007,12.18075484,175000,Diesel,Individual,Manual,Second Owner,18.7,1896,66,5
Maruti Alto 800 LXI,2017,12.59473064,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Maruti Swift Dzire ZDI,2012,13.34550693,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5
Maruti Wagon R LX Minor,2009,11.98292909,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Maruti Celerio VXI,2015,12.70684793,84000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5
Ford Figo Petrol LXI,2010,12.10071213,50000,Petrol,Individual,Manual,Second Owner,15.6,1196,70,5
Hyundai i10 Era,2011,12.61153775,30000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
Maruti Baleno Alpha 1.2,2016,13.38472764,35000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5
Mahindra Verito 1.5 D4 BSIV,2015,12.84792653,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65,5
Tata Zest Revotron 1.2 XT,2014,12.79385931,50000,Petrol,Individual,Manual,Second Owner,17.57,1193,88.7,5
Skoda Rapid 1.6 MPI Elegance,2012,12.86099861,116000,Petrol,Individual,Manual,First Owner,15,1598,103.5,5
Hyundai Verna 1.6 SX CRDi (O),2012,13.28787782,110000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Mahindra XUV500 W4,2013,13.52782849,70000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
Fiat Grande Punto 1.3 Emotion (Diesel),2011,12.4490149,100000,Diesel,Individual,Manual,Third Owner,20.3,1248,75,5
Hyundai Grand i10 SportZ Edition,2015,13.12036137,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Maruti Swift Dzire AMT ZDI Plus,2018,13.50079981,60000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
Honda Jazz 1.5 V i DTEC,2016,13.38472764,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,5
Renault Pulse RxL,2012,12.30138283,75000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,5
Tata Indica V2 DLS TC,2006,11.51292546,110000,Diesel,Individual,Manual,Third Owner,16.8,1405,62,5
Hyundai Accent GLS 1.6,2004,11.60823564,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599,94,5
Tata Indica Vista Aqua 1.4 TDI,2009,11.9316358,48000,Diesel,Individual,Manual,Second Owner,17,1405,71,5
Hyundai i20 1.2 Magna Executive,2014,12.9360338,72000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5
Maruti Swift VXI BSIV,2015,13.07107008,51000,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5
Maruti Ignis Zeta,2017,13.17115354,29000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5
Maruti Wagon R VXI 1.2,2015,12.80765263,28000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,5
Maruti Swift VDI BSIV,2011,12.8346813,97000,Diesel,Dealer,Manual,First Owner,25.2,1248,74,5
Maruti Swift Dzire VDI,2018,13.54763111,59000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,5
Maruti Swift Dzire VDI,2019,13.55414579,27000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Renault KWID RXT,2018,12.76568843,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Mahindra Scorpio 1.99 S6 Plus,2015,13.68197917,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7
Mahindra XUV500 W6 2WD,2014,13.5670492,69000,Diesel,Dealer,Manual,First Owner,15.1,2179,140,7
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,13.80546022,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
Maruti Swift Dzire VDI,2019,13.59236701,35700,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,5
Hyundai Verna 1.6 SX,2012,12.76568843,120000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
Volkswagen Polo Diesel Comfortline 1.2L,2013,12.69158046,120000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5
Volkswagen Polo Diesel Comfortline 1.2L,2013,12.79385931,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5
Maruti Alto K10 2010-2014 VXI,2010,11.90496755,120000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Maruti Baleno Delta 1.3,2017,13.41503299,36000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5
Toyota Etios Liva GD,2014,12.97386105,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
Maruti Omni E MPI STD BS IV,2017,12.46843691,9000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8
Tata Nano Lx BSIV,2012,11.15625052,50000,Petrol,Individual,Manual,Second Owner,25.4,624,37.48,4
Renault KWID Climber 1.0 MT BSIV,2019,12.61153775,35000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
Mahindra Xylo E4,2011,11.91839057,130000,Diesel,Individual,Manual,Second Owner,14,2498,112,7
Ford Figo Diesel Titanium,2010,12.46843691,70000,Diesel,Individual,Manual,First Owner,20,1399,68,5
Maruti Swift Dzire VDi,2012,12.67607627,90000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5
Tata Nexon 1.2 Revotron XM,2018,13.45883561,35000,Petrol,Individual,Manual,First Owner,17,1198,108.5,5
Volkswagen Polo Petrol Highline 1.2L,2012,12.9360338,80000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5
Maruti Swift Vdi BSIII,2008,12.46843691,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
Tata Nano Cx,2011,11.15625052,80000,Petrol,Individual,Manual,First Owner,26,624,35,4
Toyota Etios Liva G,2015,13.15192218,30000,Petrol,Individual,Manual,First Owner,17.71,1197,78.9,5
Hyundai Verna 1.6 CRDi SX,2016,13.5973533,60000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5
Skoda Octavia L and K 1.9 TDI (MT),2007,12.52452638,200000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,13.74723172,101000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
Ford Fiesta 1.4 Duratorq ZXI,2007,12.25486281,110000,Diesel,Individual,Manual,First Owner,17.8,1399,68,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,13.86430072,136000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,8
Chevrolet Tavera B2 8 Seats BSIII,2011,13.38472764,250000,Diesel,Individual,Manual,Second Owner,14.8,2499,80,7
Chevrolet Cruze LTZ,2012,13.21767356,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998,163.7,5
Chevrolet Tavera Neo LT-L - 9 seats BSII,2010,12.56024446,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8,2499,80,9
Honda Jazz 1.2 VX i VTEC,2015,13.45883561,22700,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5
Hyundai Grand i10 Sportz,2016,13.17115354,45000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Maruti Eeco 5 Seater AC BSIV,2011,12.4292162,36000,Petrol,Individual,Manual,Second Owner,15.37,1196,73,5
Maruti Swift Dzire ZDI,2015,13.26212532,57000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5
Tata Tiago 1.05 Revotorq XZ,2018,13.19932442,33000,Diesel,Individual,Manual,First Owner,27.28,1047,69,5
Maruti Ertiga VXI,2012,13.23569206,59000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7
Volkswagen Vento Diesel Highline,2012,12.84792653,200000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
Ford Figo Petrol Titanium,2011,12.3883942,80000,Petrol,Individual,Manual,Second Owner,15.6,1196,70,5
Chevrolet Spark 1.0 LT LPG,2012,12.61153775,70000,LPG,Individual,Manual,First Owner,13.2,995,60.2,5
Datsun RediGO S,2018,12.54254488,50000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5
Maruti Ritz VDi,2011,12.76568843,118000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5
Tata Indica Vista TDI LS,2014,11.60823564,250000,Diesel,Individual,Manual,Second Owner,19.1,1405,70,5
Tata Nexon 1.5 Revotorq XZ Plus,2018,13.79530785,20000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
Tata Nexon 1.5 Revotorq XZ Plus,2018,13.78505032,21871,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
Mahindra KUV 100 mFALCON D75 K8,2016,12.78549106,120000,Diesel,Individual,Manual,First Owner,25.32,1198,77,6
Tata Indica Vista TDI LX,2014,12.54254488,100000,Diesel,Individual,Manual,First Owner,19.1,1405,70,5
Mahindra Bolero 2011-2019 ZLX,2012,12.97154049,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Maruti Alto 800 LXI Airbag,2015,12.4292162,70000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
